SampleID,Site,BAI_GR,BIO_GR,Species,julian.date.2011,Tree.Age,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging.Tolerance,Tree.Height,Branch.Height,Root.Wood.Density,Twig.branching.angle,Symmetric.Competition,Asymmetric.Competition,Soil.Humidity,SoilpH,Organic.C,N,P,K,Ca,Mg,Soil.Depth,Slope,North.Aspect,East.Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,X.Canopy.Opening,Estem,Branching.Distance,Stem.Wood.Density,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C
J1QUR2,Research Center,1.8758377080000002,1.0672038730699034,QUR,199,15,25,2.75,2.88,1.12,548.4832922,4.3,0.638203658,60.3212,2.814009491,2.332597936,0.044666667,5.856,17.4242761984,0.964962945,24.5085884724,185.759862534,3515.9288781,246.41688772,28,0,0,0,157,30,-9.75,14.1,11.675,12930.09052,19.5,0.764688525,50.875,70.97227097,49.533,2.8072,13.51249502,0.799423297,0.045645633,310.854214,2977.420691,0.021785863,0.096566685,40594.97605,0.487813206,-29.72096786
J1RHT20,Research Center,0.7048641020000002,0.3593806236041117,RHT,199,15,6,1.56,4,1,361,2.9,0.5105631456,68.83,1.223496624,5.371172635,0.069333333,6.8020000000000005,7.9079069762000005,0.140898963,17.0840817974,163.902073576,943.08519988,131.533467702,47.2,0,0,0,157,30,-9.75,14.1,5.15,1933.969464,66,0.412365145,296.396,81.0840902,50.7743,2.4975,14.39405516,-4.853824692,0.016937059,408.573384,2509.368503,3.048175522,0.139883404,42802.69738,0.31279837,-28.46308502
J20BEPA17,Verger Abandonn<e9>,0.7715870939999998,0.24494213196157416,BEPA,210,16,25,1.54,2.02,1.25,492,3.8,0.508496732,55.90596667,4.710426303,13.50735371,0.320666667,5.27,11.10916855,0.442867117,7.937004212,396.0389419,2296.274751,156.7474711,19,5.3,-0.64278761,0.766044443,121,25.83,-9,14.01,7.34,3809.576037,8.647058824,0.509642005,21.37956522,48.50222683,49.6567,2.4174,12.06708217,-2.591582928,0.011304924,53.12513217,1033.811891,0.005513593,0.081304869,9202.028687,0.991086612,-32.30328072
J20BEPA18,Verger Abandonn<e9>,2.599095404,2.418699818161614,BEPA,210,13,25,1.54,2.02,1.25,526,3.8,0.516434893,0,3.002498971,3.030751332,0.069666667,5.46,10.76986744,0.50479904,11.4782282,443.3716684,2564.647236,155.3633081,12,9.7,-0.5,0.866025404,121,25.83,-9,14.01,9.67,5102.913776,100,0.499583085,42.44,74.55230914,49.4409,2.8572,19.48451254,-0.660453093,0.029768809,47.55622556,918.3922244,0.002557551,0.151093007,2666.908382,0.983537515,-28.4660923
J20BEPA19,Verger Abandonn<e9>,2.88182975,1.9394174981214487,BEPA,210,14,25,1.54,2.02,1.25,420,3,0.538831615,36.92205,0.100577057,2.386575931,0.075333333,5.74,5.670494221,0.262418301,9.165907557,216.6863909,1986.048249,116.3371939,55,9.7,-0.5,0.866025404,121,25.83,-9,14.01,14.67,1806.610644,34.75,0.515746924,34.55758621,80.146083,46.3433,1.9846,12.13441019,-0.474692626,0.024127746,141.5172428,2718.954476,0.006869276,0.165136177,11389.13986,0.978504185,-29.70036446
J20BEPO18,Verger Abandonn<e9>,0.059870045999999996,2.624196643021561,BEPO,210,11,15,1.5,2.34,1,348,2.2,0.5787789242,46.7733,2.728862777,3.66968946,0.114333333,5.59,11.28925714,0.377308707,11.6297346,533.137868,2270.213865,155.0850891,29,9.7,-0.5,0.866025404,121,25.83,-9,14.01,9.07,1554.773096,44,0.513611111,16.08681818,59.64793309,46.6466,2.7701,22.22734398,-1.12821342,0.01843422,57.18138686,1089.469844,0.0029151,0.101975805,9801.15725,0.97035498,-30.39388512
J20CAC20,Verger Abandonn<e9>,1.6290694540000001,1.0272870161107654,CAC,210,23,25,2.07,4,2.5,462,3.2,0.7484319674,35.104,2.105118031,14.68550747,0.051666667,5.216666667,25.83194268,1.004396695,211.3379789,374.4540358,4975.014407,321.173592,35,4.3,-0.422618262,0.906307787,121,25.83,-9,14.01,8.1,6201.898783,60,0.796039604,424.4933333,52.54892107,46.4254,1.9776,15.01163424,-1.69770504,0.038835198,200.3002396,1192.705551,0.038037973,0.0720003,39853.64909,0.303264714,-29.73559654
J20CAC21,Verger Abandonn<e9>,2.422044746,0.2626992199418949,CAC,210,21,25,2.07,4,2.5,510,4.3,0.6668987702,58.9522,6.917388195,8.146297862,0.191,5.16,6.932631206,0.281535649,8.150296325,152.9506344,1297.216503,63.38097878,34,10,-0.5,0.866025404,121,25.83,-9,14.01,6.45,2993.519502,55,0.75142055,216.57875,57.19628542,46.9936,3.0628,12.33492812,-1.487316971,0.050393996,132.5910973,1369.083322,0.021714811,0.042821486,36882.33308,0.525878754,-31.34992111
J20COA8,Verger Abandonn<e9>,0.8853725959999998,0.7321053879478939,COA,210,13,10,4,1.77,1.02,342,2.6,0.605195885,50.8161,4.746477442,15.32487791,0.128,5.68,13.69933636,0.642500734,9.329752597,425.3312745,3531.724392,188.2920792,15,5.3,-0.64278761,0.766044443,121,25.83,-9,14.01,4.73,2473.604122,10.8,0.538242424,22.54878049,41.64413196,46.1178,2.0523,9.821330489,-1.477852507,0.019677979,28.26475721,486.7587041,0.010117802,0.090693686,5932.15068,0.877078725,-30.27869164
J20COA9,Verger Abandonn<e9>,1.7109819659999999,0.36469126964405674,COA,210,13,10,4,1.77,1.02,366,3.1,0.6353347648000001,67.669,7.979768059,11.89882865,0.146666667,5.34,13.12503289,0.444029851,8.93618347,377.6645995,2423.608018,151.0669065,20,5.3,-0.64278761,0.766044443,121,25.83,-9,14.01,6.97,919.0767796,10.42857143,0.596353078,21.13294118,44.48032066,46.3169,2.0937,12.84038678,-2.179801855,0.024719281,27.46186869,502.5274489,0.004790149,0.085728315,4841.936519,0.93196545,-29.70084274
J20POT22,Verger Abandonn<e9>,5.643265386,3.306605193431115,POT,210,14,25,1.21,1.77,1.77,832,4.6,0.529814272,0,0.095071803,5.95729045,0.149666667,5.77,6.100330635,0.213030014,12.02289804,149.2861127,1729.627383,101.1328371,33,9.7,-0.5,0.866025404,121,25.83,-9,14.01,9.33,8627.81114,51,0.433592982,32.57454545,97.11989283,51.1322,2.6786,12.92897475,-1.034137921,0.023881955,49.10188883,906.4968488,0.004842902,0.121027965,6871.111046,0.940238889,-29.9556591
J20PRS14,Verger Abandonn<e9>,0.8710478759999998,0.2886842233013595,PRS,210,14,22,2.46,3.02,1.06,368,3.8,0.609445548,59.61093333,0.807677857,6.521110315,0.107333333,5.62,5.003850964,0.188508697,10.29662363,115.0644502,1255.503016,57.1498451,55,22.6,-0.766044443,0.64278761,121,25.83,-9,14.01,4.77,3267.050696,13.5,0.712767395,24.10055556,45.06581222,47.148,2.9233,12.84184617,-2.97126092,0.036213921,34.23292253,657.3287988,0.003615017,0.09939765,5747.229901,0.977932305,-31.744925
J20PRS16,Verger Abandonn<e9>,1.4691109440000005,0.16268703512841518,PRS,210,23,22,2.46,3.02,1.06,614,3.8,0.629934211,68.9645,6.624597071,31.29232885,0.127,5.37,14.68544595,0.578151838,9.785060142,354.4814548,2812.234646,158.8434675,21,4.3,-0.422618262,0.906307787,121,25.83,-9,14.01,7.14,5157.419145,26.75,0.65532323,33.46833333,47.13410687,47.8306,2.7711,19.84125003,-3.227474222,0.022268215,36.14901293,682.2320519,0.008917571,0.107712471,5630.143242,0.961182347,-30.53047264
J20PRS17,Verger Abandonn<e9>,0.121533728,0.089037778567232,PRS,210,25,22,2.46,3.02,1.06,247,1.7,0.477946768,59.45814,1.401991656,32.78543582,0.086333333,5.17,13.87520506,0.647058824,38.0518187,216.772533,2054.397886,126.2088529,16,4.3,-0.422618262,0.906307787,121,25.83,-9,14.01,4.75,1308.35113,9.153846154,0.75571754,16.96275,48.66545814,47.6159,2.8835,24.40064529,-2.140500317,0.021585226,34.65358544,667.2351668,0.006020633,0.115274668,5229.843498,0.980620261,-28.27298058
J20RHT8,Verger Abandonn<e9>,3.1749378320000003,1.9919270956965658,RHT,210,9,6,1.56,4,1,346,2.2,0.524541625,39.9694,0.964393216,9.349572495,0.173666667,6.1,11.6127890018,0.3907992,39.75767953,225.63739350999998,2474.14015686,167.12040949,47.4,9.7,-0.5,0.866025404,121,25.83,-9,14.01,10.47,665.0121244,44,0.449810046,301.5645833,78.59980242,47.7647,2.7104,17.23041209,-2.146552,7.62527e-4,560.4945153,6093.139966,2.341533465,0.165151653,26747.19846,0.553655855,-27.96715057
J21ACP17,Chemin Rouge,0.9078989360000002,0.15357445914521115,ACP,193,24,10,3.56,2,1,302,1.8,0.575680704,36.327,0.575179258,17.08514246,0.268333333,4.33,7.292020333,0.256054628,4.806007894,79.11159336,486.1167533,40.30153152,55,0,0,0,191,25.33,-11.83,12.51,4.86,908.3969121,19,0.572144213,77.5775,26.16738101,42.6539,2.4233,17.66090985,-3.304670887,0.016402415,22.91182702,341.0004112,0.01006724,0.07267316,5204.620027,0.757993167,-31.19734749
J21ACR16,Chemin Rouge,1.8740892860000002,0.23022242390228653,ACR,193,28,25,3.44,1.84,3.08,389,3.1,0.529792148,56.3865,0.31870091,6.875053353,0.82,5.6,3.990450659,0.087404903,23.97762491,40.30144532,1587.19243,64.13233916,30,0,0,0,191,25.33,-11.83,12.51,5.61,1188.515637,17.25,0.603400143,50.02222222,54.79786761,48.4057,2.5528,14.92108417,-3.049259348,0.032000628,43.3463316,701.4357689,0.007324451,0.117003786,6842.137998,0.824148873,-31.77486168
J21ACSP13,Chemin Rouge,0.6884505740000002,0.26813670608729134,ACSP,193,14,5,3.31,2,2,392,3,0.7356769576,47.147625,0.16151847,5.394653503,0.593333333,4.86,6.510320561,0.200147131,14.84517662,63.43614239,1162.305375,57.74325845,55,0,0,0,191,25.33,-11.83,12.51,5.4,1241.255234,18.8,0.521947826,51.21214286,43.36304169,48.9201,2.9013,15.54707917,-3.834391994,0.03085695,19.23187382,326.0244037,0.010591826,0.063446797,5180.853558,0.863373309,-29.24849831
J21ACSP15,Chemin Rouge,0.277920928,0.20738483660910215,ACSP,193,13,5,3.31,2,2,710,4.6,0.42578125,47.83856,4.339758683,22.15968818,0.424666667,5.12,11.6475427,0.4906639,18.07947311,141.5248844,2534.173579,154.6929434,55,24.4,-0.173648178,-0.984807753,191,24.17,-11.17,12.31,3.23,6651.388133,16.57142857,0.503741765,33.12785714,31.13478083,46.2916,2.2697,17.97811543,-2.359893579,0.021970102,37.08277715,555.4134966,0.010754376,0.085891633,6609.135124,0.762806329,-30.49913658
J21BEA16,Chemin Rouge,1.094326676,0.3632397251506753,BEA,193,14,25,3.17,3,2,286,2,0.438391442,48.23,0.182074471,12.04618349,0.478333333,5.27,6.099919859,0.201420679,39.35811496,77.27312388,2021.531627,86.50008315,55,0,0,0,191,25.33,-11.83,12.51,4.76,672.6383732,11,0.563108531,14.84076923,31.30669155,45.7506,2.9827,12.54695241,-3.791583128,0.023668392,49.40459559,951.4920284,0.002606953,0.09010657,9284.666293,0.980862013,-32.23636665
J21BEA17,Chemin Rouge,0.37994793200000015,0.11492344594304021,BEA,193,51,25,3.17,3,2,334,2.7,0.5378875772,41.98946667,0.743066542,22.37057829,0.299,4.938,11.0886587304,0.2160334774,12.639288831,74.936234122,1721.9934822,86.635246016,55,0,0,0,191,25.33,-11.83,12.51,3.83,1770.173554,20.2,0.544093924,35.32555556,31.4534646,47.4561,2.8843,13.88616914,-0.474976463,0.020139867,34.83578044,668.2640517,0.004975,0.074412885,7892.380522,0.976995728,-32.42269646
J21BEA18,Chemin Rouge,1.526089814,0.37945855082739344,BEA,193,15,25,3.17,3,2,415,2.7,0.5324329398,48.9824375,3.735002066,51.16708749,0.229666667,4.72,11.83474556,0.425043579,18.45281429,118.3472548,1809.903787,105.7036504,21,24.4,-0.173648178,-0.984807753,191,24.17,-11.17,12.31,3.45,1470.582838,7.689655172,0.59552061,24.3144,26.81538512,47.74446056,3.1972,20.93278104,-1.931371593,0.020400904,58.39960237,1121.785322,0.006487048,0.09662428,7729.291259,0.978295314,-32.36405785
J21ULA19,Chemin Rouge,1.1832786739999999,0.24894973123525338,ULA,193,18,35,3.14,2.92,2.46,368,3.1,0.509848485,83.754075,9.121415201,12.44018192,0.814333333,5.85,6.707313256,0.205985915,26.94404973,89.39022038,3283.945713,117.6521874,35,0,0,0,191,24.17,-11.17,12.31,2.81,1046.837642,8.230769231,0.668237436,12.26818182,27.5657651,42.6118,3.4077,21.85941196,-0.27734381,0.026179025,405.4140715,492.0777931,0.068938547,0.27586002,14542.43024,0.061816592,-32.40258896
J22ACP19,North MSH,0.20312210000000003,0.2957990356024945,ACP,193,13,10,3.56,2,1,367,1.9,0.6306677742,38.3543,2.12746091,23.75829444,0.285666667,6.01,11.9510114486,0.5304030684,19.073537648,119.04357158399999,4274.1355318,75.324676308,40.4,17,0.990268069,0.139173101,138,24.33,-9.33,13.09,8.17,5572.114435,17.83333333,0.530481283,81.358,26.5493252,48.4363,2.3174,15.22798642,-3.390878992,0.012035084,60.60690089,875.4583239,0.00743506,0.130485361,6080.587475,0.735670784,-31.98918266
J22ACP20,North MSH,0.1814866920000001,0.17295721578349643,ACP,193,19,10,3.56,2,1,407,2.4,0.6150295618,71.8335,2.419327287,5.515458602,0.129333333,5.998,10.4982636152,0.4289220008,27.550633256,117.96586412399999,3451.8741144,76.564310106,32,26.5,0.961261696,0.275637356,138,24.33,-9.33,13.09,5.25,5903.390856,20.2,0.554475703,104.49125,28.37558169,48.2511,2.7694,19.31751187,-2.83758976,0.021453526,25.38255987,348.6161855,0.009542056,0.071559587,5422.00102,0.699491171,-29.68722389
J22ACSA31,North MSH,0.23645990599999997,0.10654594734429229,ACSA,193,34,35,4.76,2.88,3.37,339,2.2,0.6404667688,62.9325,0.316728579,9.1704384,0.358666667,5.448,6.1938358364,0.21715519319999999,20.730261302000002,63.751959562,2242.3659416,46.35975807,39.2,7.2,0.990268069,0.139173101,138,24.33,-9.33,13.09,6.18,4761.796153,21.16666667,0.646296296,93.442,34.03180583,46.6523,2.4882,11.38971046,-4.946142921,0.026186586,33.0066674,587.9540436,0.01034994,0.086610255,5596.995578,0.907218326,-31.92785728
J22ACSP16,North MSH,0.751632764,0.23660268788863975,ACSP,193,15,5,3.31,2,2,635,4.5,0.6019042614,57.92435,1.130973355,8.808650316,0.307666667,5.718,6.6125365442,0.2133084758,11.7998927332,75.92897901,3090.9258578,50.917857432,38.4,14.5,0.990268069,0.139173101,138,24.33,-9.33,13.09,6.64,6805.656084,26.33333333,0.520543933,42.748,29.70899223,49.3269,2.481,14.13765947,-1.786988983,0.02797148,44.68657006,759.0966811,0.005230263,0.086986274,7514.930986,0.865147548,-30.51405991
J22ACSP17,North MSH,0.525465366,0.3781276987957765,ACSP,193,12,5,3.31,2,2,370,3.2,0.5789712442,48.04936667,0.167303751,26.70695778,0.827,5.5313333334,8.633724863200001,0.269860444,16.982963175,49.885437018000005,3599.3728506,71.619749628,41.4,16.3,0.990268069,0.139173101,138,24.33,-9.33,13.09,9.69,2794.505516,17.25,0.480204082,41.79090909,32.43419621,48.1056,2.9993,16.40275474,-1.18552712,0.023165673,31.17362493,484.4228638,0.008612342,0.077728348,6562.679366,0.791420758,-30.46018494
J22ACSP18,North MSH,0.9467239199999999,0.5242786939597595,ACSP,193,14,5,3.31,2,2,539,3.6,0.6221155072,53.55745,1.452672443,7.603713061,0.196333333,5.804,8.7749442462,0.4760024194,18.383734527,101.941648104,3881.2817735999997,80.737257496,33.4,29,0.961261696,0.275637356,138,24.33,-9.33,13.09,4.3,7189.019946,11.22222222,0.499158879,30.58958333,35.9190901,50.3766,2.9062,16.35533269,-1.81795855,0.032073579,22.34688764,388.4494988,0.008397569,0.045615431,4964.927836,0.885294223,-30.88896484
J22BEA19,North MSH,1.722079212,0.3070705139556052,BEA,193,15,25,3.17,3,2,507,4.4,0.4682593318,41.83383333,3.089014625,82.36688167,0.338666667,5.5,18.5064615662,0.5303706704,19.305134278,134.97323532000001,6081.6544236,163.496378164,46.8,14.5,0.990268069,0.139173101,138,24.33,-9.33,13.09,8.22,2992.80769,6.5,0.581673307,33.6525,27.04108164,47.866,2.7288,10.68169615,-1.395839829,0.018163036,58.82906165,1143.65274,0.006060901,0.089464804,10510.0699,0.990084733,-32.73143051
J22BEA20,North MSH,3.922296608,0.8592156050082108,BEA,193,22,25,3.17,3,2,433,3.2,0.6474047472,59.52926667,2.371043424,15.64966816,0.373,5.948666666599999,5.7832733578,0.132329249,19.5035290918,83.287346686,2391.907361,40.6206431976,26.4,11,0.990268069,0.139173101,138,24.33,-9.33,13.09,7.68,1623.77208,7.666666667,0.616864166,28.44857143,27.44300492,47.8502,2.7428,13.77881405,-2.648340712,0.027791842,58.02061815,1125.99687,0.003136175,0.090588178,10542.70339,0.98838226,-33.82850922
J22FAG25,North MSH,0.2689662779999999,0.07042798746445207,FAG,193,35,25,4.75,1.5,1.5,386,2.8,0.6479617504,51.1179,2.575348689,80.74691686,0.309666667,5.082,11.4502137638,0.3852034682,16.680009804,96.522384096,2948.8802236,42.874096078,40.2,15.1,0.990268069,0.139173101,138,24.33,-9.33,13.09,7.92,2869.240344,9.166666667,0.727241379,28.67038462,25.74353058,50.1322,2.9675,11.04287928,-2.683740387,0.023846903,36.3979676,689.0479918,0.00575452,0.082632335,7305.137314,0.964145208,-32.69519318
J22FRA31,North MSH,0.778083828,0.8849884377615153,FRA,193,10,30,2.46,2.38,2.59,423,2.8,0.617765978,65.7757,0.194032752,55.07952468,0.466,5.552,18.6113674858,0.9249017408,41.6057430468,104.85003382,5551.4202497999995,99.470794848,16,10,0.990268069,0.139173101,138,24.33,-9.33,13.09,8.34,6734.714097,67,0.729615674,73.71375,31.82920419,46.9377,3.6853,11.8573927,-0.15060595,0.02106333,266.1133869,277.6858697,0.088893607,0.167252286,17899.31299,0.053144358,-31.7856015
J23POG15,Quarry's Orchard,2.010671802,9.241531601854442,POG,186,10,20,1.21,2.5,2,564,4,0.5932850032,68.60466667,2.355260049,6.24397383,0.066333333,4.61,7.406174226,0.34676007,192.0257288,153.2955101,1457.132805,120.3846002,26,0,0,0,58,26.17,-8.5,14.09,14.69,4054.358545,14.91666667,0.40855,25.68925926,76.45506841,51.5029,3.8438,18.34282788,0.560962725,0.012903799,259.0132485,4529.91083,0.007184482,0.213965181,13272.75455,0.890712986,-27.67838402
J23POG16,Quarry's Orchard,0.69372374,254.78964875628807,POG,186,5,20,1.21,2.5,2,323,2,0.5778398828,64.5125,1.193793418,6.455824463,0.069666667,4.74,7.119773246,0.420765027,156.3252874,176.2981795,1871.657754,137.4759776,29,0,0,0,58,26.17,-8.5,14.09,14.16,1949.246519,19.4,0.379028133,22.40130435,67.32915397,51.2812,3.9409,16.2607635,1.481376038,0.013704919,68.07069822,1160.052204,0.008407893,0.112505879,6009.758666,0.867935472,-28.52548264
J23PRP12,Quarry's Orchard,2.7179462140000004,14.343110603274573,PRP,186,8,12,2.346,2.632,1.032,443,2.5,0.39002453,55.591,1.569862441,5.006273166,0.154666667,4.9,11.04020182,0.556962025,29.13696783,201.2025396,2563.866182,196.3868643,25,0,0,0,58,26.17,-8.5,14.09,11.14,3080.98396,5.133333333,0.589443508,8.52530303,47.80777365,49.7611,2.9548,17.30347394,-1.829936752,0.019626189,38.9404599,741.866333,0.004211112,0.108103833,5253.502153,0.970274675,-26.86771667
J23PRP13,Quarry's Orchard,2.491033216,2.2229468360523583,PRP,186,11,12,2.748,2.812,1.026,517,3.3,0.5237293416,47.9865,0.738981132,4.430136515,0.097,4.846666667,11.92668476,0.655302833,26.30038742,196.8044943,2804.171464,188.4655929,36,0,0,0,58,26.17,-8.5,14.09,10.54,4529.130426,21.61111111,0.580490196,8.090229885,47.14072601,48.2555,2.4017,20.34089574,-1.80847455,0.025789036,39.22663576,742.0620898,0.00647404,0.086353771,2720.801406,0.963450247,-27.53228081
J23PRP14,Quarry's Orchard,1.7878297220000001,909.1937662265207,PRP,186,9,12,3.422,2.0060000000000002,1.094,333,2.7,0.673668961,50.158,1.767145868,3.737726704,0.095333333,4.76,11.21083954,0.762564991,50.96381791,162.0339965,2312.857065,173.8328463,29,0,0,0,58,26.17,-8.5,14.09,13.37,2159.59076,39.33333333,0.509055118,18.32804878,42.01210992,47.7668,3.3897,31.66867602,0.362385478,0.015564154,41.86387894,755.2296738,0.008247937,0.094169715,4505.963673,0.9187761,-27.96637238
J23PRV15,Quarry's Orchard,1.21277065,3.56026919560305,PRV,186,12,9,2.59,2.88,1.11,253,1.8,0.64178127,37.017125,0.628414384,4.852154112,0.120333333,4.714,18.028298108,0.6983297682,18.574650534,159.40179718,1765.87140346,112.294788102,32.4,0,0,0,58,26.17,-8.5,14.09,10.97,1070.252503,9.909090909,0.718555133,3.7444,74.88516184,47.8804,3.2013,13.15386994,-3.72641201,0.027676329,32.54152146,577.4239772,0.004161423,0.100365386,5141.534612,0.9037058,-29.62939186
J23PRV16,Quarry's Orchard,0.4013611979999999,0.28281687119262605,PRV,186,19.8,9,2.59,2.88,1.11,221,1.6,0.696511628,47.94333333,1.592417047,6.67486908,0.080333333,5.192,11.118806653,0.437890303,13.0826284148,220.13109552,1779.5992174399998,105.844370014,39,0,0,0,58,26.17,-8.5,14.09,3.86,886.4898543,9.6,0.757532468,6.486764706,36.81704829,44.5968,2.5254,11.00276324,-1.265299692,0.027903419,43.62496717,806.8251432,0.002457406,0.146514739,4990.844309,0.941920872,-30.17028091
J2ACSA3,La Piscine,0.2041009259999999,0.05253515376041136,ACSA,171,41,35,4.76,2.88,3.37,443.6238803,4,0.674994666,61.38057,13.96939758,5.092345354,0.029,4.688,5.854179821,0.1080264006,22.572209653999998,79.019786418,289.9073408,16.1584297296,39,17,-0.766044443,0.64278761,109,29,-9.5,14.39,5.18,3809.346523,10,0.788798555,37.29282051,50.07494396,49.1399,1.899,13.6274963,-5.788348732,0.023727495,22.9754242,376.3517889,0.017705689,0.067401732,5912.467513,0.834258338,-30.78756699
J2BEPA4,La Piscine,5.397193420000001,1.627618823479741,BEPA,204,11,25,1.54,2.02,1.25,565.6421549,2.9,0.507874016,49.528146666,0.34906585,2.451834639,0.009666667,5.63,2.340071071,0.02464573,18.10151223,42.09028903,173.732725,10.58130988,38,37.2,-0.766044443,0.64278761,109,29,-9.5,14.39,19.7,2524.223924,13.81818182,0.567342694,21.05571429,98.81945858,46.0611,2.1759,11.28035191,-1.883358736,0.032923567,33.01925104,629.1909129,0.005833331,0.086087272,5114.161113,0.970477193,-28.71785606
J2BEPO3,La Piscine,0.21101152399999998,5.480037257279104,BEPO,204,9,15,1.5,2.34,1,386.8321025,2.1,0.411347518,49.259,0.127112267,1.673979664,0.024666667,5.85,1.808733115,0.059751517,31.5061559,65.58689967,307.793327,18.50607379,43,11.3,-0.64278761,-0.766044443,109,29,-9.5,14.39,12.16,1560.249832,70,0.487289433,33.74666667,73.38996444,51.9195,2.6283,21.34417505,0.169841628,0.015929431,134.4422234,2568.734465,0.001567896,0.177156399,12470.61238,0.973091405,-27.96968521
J2BEPO4,La Piscine,0.10264986399999998,0.2376937627137319,BEPO,204,23,15,1.5,2.34,1,486.3573147,2.5,0.414867902,51.89476,0.105381551,0.415880975,0.022,6.43,0.685031608,0.040703053,9.056674115,65.97265976,472.0641386,19.85073358,26,9.3,-1,1.23e-16,109,29,-9.5,14.39,22.3,1663.915804,5.625,0.548971631,10.79115385,95.16341733,43.0226,1.6155,14.48454989,-9.027768059,0.018663197,75.83405268,1438.326317,0.00234265,0.162001431,5472.994701,0.965969182,-28.95310913
J2CAC4,La Piscine,2.163796012,46.9314484470627,CAC,204,7,25,2.07,4,2.5,272.2835303,1.3,0.450038023,65.232,0.185337555,3.022191514,0.052333333,4.56,13.14918084,0.677561282,37.36700449,180.2110796,1525.648585,106.4268868,16,0,0,0,109,29,-9.5,14.39,18.89,1252.415802,11.14285714,0.674558824,79.39125,79.16489538,47.1177,2.8912,12.8789073,-1.554381866,0.025223106,122.6696775,834.8903189,0.049343728,0.10543504,16663.64572,0.346626939,-28.9098288
J2FAG3,La Piscine,0.15607302800000014,0.05565316823500556,FAG,171,42,25,4.75,1.5,1.5,483.5401281,3.8,0.527219583,51.925824999999996,2.289381916,18.24574378,0.112666667,4.27,14.49414203,0.567758661,16.37307406,161.5256398,793.2575673,68.36440488,34,0,0,0,109,29,-9.5,14.39,4.58,7170.751283,10.5,0.745125628,31.1375,29.78723404,47.5295,2.4064,11.78386664,-3.639003811,0.01677614,69.39864968,1287.108347,0.002966683,0.172719891,6693.23545,0.944570105,-31.48620781
J2FAG4,La Piscine,1.6124307939999998,0.8800996050829835,FAG,204,16,25,4.75,1.5,1.5,374.2478739,2.5,0.6819661066,66.623,0.605213761,31.65104778,0.042333333,5.56,9.7997317592,0.4780505116,15.155639664,217.35740618,3449.9070692,152.376572398,26,8.4,-0.342020143,0.939692621,109,29,-9.5,14.39,4.49,3192.237091,23.33333333,0.733677686,75.91666667,21.93194292,47.9481,2.1824,15.09752248,-1.314267654,0.020499281,109.5075387,2062.437867,0.004284871,0.231524232,7882.133123,0.959195132,-30.72890915
J2FRA3,La Piscine,0.9193518660000001,0.34164625914952523,FRA,171,16,30,2.46,2.38,2.59,567.5611749,4,0.570267934,47.673016668,2.530211046,2.428766994,0.010666667,5.89,2.767934967,0.056715036,12.70107018,88.41797736,550.2932351,33.86865794,30,25,-0.766044443,0.64278761,109,29,-9.5,14.39,13.54,9565.50094,52,0.762681564,162.7346154,75.81007303,41.7288,2.0035,16.48457729,-5.529935226,0.024196976,389.1951861,2187.298248,0.050860436,0.142013937,26337.81465,0.286227037,-28.62358864
J2FRA5a,La Piscine,0.8267560140000001,0.25734551471596046,FRA,204,25,30,2.46,2.38,2.59,436.001734,3,0.639481707,27.765,5.210745391,4.691456357,0.030333333,5.8,4.239712474,0.121545091,22.35294664,109.4902249,973.5795679,59.71304503,36,15,-0.5,0.866025404,109,29,-9.5,14.39,4.1,5002.511684,27.5,0.801660079,111.8242857,58.72095251,46.7866,2.4479,21.45116345,-3.755113049,0.020177998,300.7319101,1414.20908,0.033982865,0.102837472,40536.45815,0.239499284,-29.85688721
J2OSV3,La Piscine,0.39640290199999983,0.07848986917981872,OSV,171,35,12,4.58,3.25,1.07,306.9205565,2.3,0.688130334,52.178914999999996,2.41237187,7.497386587,0.038666667,4.4,11.06703917,0.366763694,34.01916847,130.5647773,940.871975,64.69799618,25,17,-0.866025404,0.5,109,29,-9.5,14.39,3.68,1887.820883,11.1,0.826454183,25.59923077,42.84984525,48.0268,2.3406,10.23575322,-1.65548687,0.025728046,49.69193402,961.7688447,0.004315727,0.09546015,7785.826318,0.985723056,-30.61052475
J2OSV30,La Piscine,0.9496369360000001,1.2918387813909629,OSV,204,14,12,4.58,3.25,1.07,303.6980237,1.6,0.5864788672,56.02402,6.188425049,5.044722712,0.018,4.582,12.6694449086,0.5271721522,20.0253168734,248.6183539,1973.72076088,95.5463617638,28,15,-0.5,0.866025404,109,29,-9.5,14.39,3.97,2788.081662,11.16666667,0.767445887,23.22125,33.26694299,47.8327,2.4686,9.984861388,-2.043892879,0.020566675,36.00429706,695.6096109,0.002166416,0.061967279,7227.018359,0.983968844,-31.73885025
