Sample ID,Height-DBH Ratio,Estem,Etwig,Branching Distance,Twig Diameter,Twig Wood Density,Stem Wood Density,Leaf Mass Fraction,Leaf Area,LMA,LCC,LNC,LPC,d15N,t/b2,Ks,Ktwig,Huber Value,%Lum,VD,%Sapwood,d13C,Biomass5,pcent.max.Bio5,Symmetric Competition,Asymmetric Competition,Soil Humidity,pH,Organic C,N,P,K,Ca,Mg,Soil Depth,Slope,North Aspect,East Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,%Canopy Opening,Species,Site,Tree Age,Tree Height,julian date 2011,Branch Height,SRL,Root Wood Density,Twig branching angle,Hmax,Shade Tolerance,Drought Tolerance,WaterLogging Tolerance,DBH:DGH,Leaf Area Ratio,Branch Dry Mass,Leaf Thickness,Leaf Density,C.N,C.P,N.P,Kl,Kleaf,Biomass1,pcent.max.Bio1,Total Transmitted Light 
J20CAC20,171.11111110,6201.89878300,191.06923850,60.00000000,6.40000000,0.47142100,0.79603960,1.68208152,424.49333330,52.54892107,46.42540000,1.97760000,15.01163424,-1.69770504,0.03883520,200.30023960,1192.70555100,0.03803797,0.07200030,39853.64909000,0.30326471,-29.73559654,8.14534727,0.53298553,2.10511803,14.68550747,0.05166667,5.21666667,25.83194268,1.00439670,211.33797890,374.45403580,4975.01440700,321.17359200,35.00000000,4.30000000,-0.42261826,0.90630779,121.00000000,25.83000000,-9.00000000,14.01000000,8.10000000,CAC,Verger Abandonné,23.00000000,462.00000000,210.00000000,3.20000000,NA,NA,35.10400000,25.00000000,2.07000000,4.00000000,2.50000000,0.65853659,302.95170530,7.17384970,0.11820000,0.44457632,23.47562702,3.09262798,0.13173782,2770.13516100,0.89866464,1.70011803,0.48883480,6.96000000
J20CAC21,115.90909090,2993.51950200,217.65589970,55.00000000,6.00000000,0.47198821,0.75142055,2.29073608,216.57875000,57.19628542,46.99360000,3.06280000,12.33492812,-1.48731697,0.05039400,132.59109730,1369.08332200,0.02171481,0.04282149,36882.33308000,0.52587875,-31.34992111,12.11022373,0.79337808,6.91738820,8.14629786,0.19100000,5.16000000,6.93263121,0.28153565,8.15029633,152.95063440,1297.21650300,63.38097878,34.00000000,10.00000000,-0.50000000,0.86602540,121.00000000,25.83000000,-9.00000000,14.01000000,6.45000000,CAC,Verger Abandonné,21.00000000,510.00000000,210.00000000,4.30000000,NA,NA,58.95220000,25.00000000,2.07000000,4.00000000,2.50000000,0.66165414,390.27627230,5.04030129,0.13240000,0.43199611,15.34334596,3.80979926,0.24830303,2828.05337100,0.69323603,1.28678339,0.37043389,3.49000000
J20COA8,120.00000000,2473.60412200,327.76619350,10.80000000,4.97500000,0.48866196,0.53824242,1.09282168,22.54878049,41.64413196,46.11780000,2.05230000,9.82133049,-1.47785251,0.01967798,28.26475721,486.75870410,0.01011780,0.09069369,5932.15068000,0.87707873,-30.27869164,4.42686298,0.44225421,4.74647744,15.32487791,0.12800000,5.68000000,13.69933636,0.64250073,9.32975260,425.33127450,3531.72439200,188.29207920,15.00000000,5.30000000,-0.64278761,0.76604444,121.00000000,25.83000000,-9.00000000,14.01000000,4.73000000,COA,Verger Abandonné,13.00000000,342.00000000,210.00000000,2.60000000,NA,NA,50.81610000,10.00000000,4.00000000,1.77000000,1.02000000,0.83823529,262.32788750,5.12983966,0.12080000,0.34473619,22.47127613,4.69567744,0.20896354,309.54933990,0.40663095,0.66086739,0.38711431,2.10000000
J20COA9,77.87234043,919.07677960,314.25068520,10.42857143,5.26500000,0.52472431,0.59635308,0.51602885,21.13294118,44.48032066,46.31690000,2.09370000,12.84038678,-2.17980186,0.02471928,27.46186869,502.52744890,0.00479015,0.08572832,4841.93651900,0.93196545,-29.70084274,4.42686298,0.47489176,7.97976806,11.89882865,0.14666667,5.34000000,13.12503289,0.44402985,8.93618347,377.66459950,2423.60801800,151.06690650,20.00000000,5.30000000,-0.64278761,0.76604444,121.00000000,25.83000000,-9.00000000,14.01000000,6.97000000,COA,Verger Abandonné,13.00000000,366.00000000,210.00000000,3.10000000,NA,NA,67.66900000,10.00000000,4.00000000,1.77000000,1.02000000,0.72307692,114.44410290,4.79430557,0.13180000,0.33748347,22.12203276,3.60712655,0.16305584,314.72222970,0.87557084,0.66086739,0.41568264,3.48000000
J20POT22,166.40000000,8627.81114000,335.12696900,51.00000000,4.80500000,0.46607345,0.43359298,1.77144666,32.57454545,97.11989283,51.13220000,2.67860000,12.92897475,-1.03413792,0.02388196,49.10188883,906.49684880,0.00484290,0.12102797,6871.11104600,0.94023889,-29.95565910,28.21632693,1.00000000,0.09507180,5.95729045,0.14966667,5.77000000,6.10033064,0.21303001,12.02289804,149.28611270,1729.62738300,101.13283710,33.00000000,9.70000000,-0.50000000,0.86602540,121.00000000,25.83000000,-9.00000000,14.01000000,9.33000000,POT,Verger Abandonné,14.00000000,832.00000000,210.00000000,4.60000000,122.58931300,0.52981427,0.00000000,25.00000000,1.21000000,1.77000000,1.77000000,0.80645161,170.68692620,3.15900000,0.18380000,0.52839985,19.08915105,3.95485342,0.20717807,399.82706700,1.52570773,8.50785132,1.00000000,3.93000000
J20PRS14,116.82539680,3267.05069600,452.78312040,13.50000000,4.59000000,0.57461082,0.71276740,0.67453917,24.10055556,45.06581222,47.14800000,2.92330000,12.84184617,-2.97126092,0.03621392,34.23292253,657.32879880,0.00361502,0.09939765,5747.22990100,0.97793231,-31.74492500,4.35523938,0.23744939,0.80767786,6.52111032,0.10733333,5.62000000,5.00385096,0.18850870,10.29662363,115.06445020,1255.50301600,57.14984510,55.00000000,22.60000000,-0.76604444,0.64278761,121.00000000,25.83000000,-9.00000000,14.01000000,4.77000000,PRS,Verger Abandonné,14.00000000,368.00000000,210.00000000,3.80000000,NA,0.60944555,59.61093333,22.00000000,2.46000000,3.02000000,1.06000000,0.82894737,146.83755760,3.47200000,0.15120000,0.29805431,16.12834810,3.67143473,0.22763861,345.13093850,1.11288682,0.41973857,0.10354109,3.44000000
J20PRS16,122.80000000,5157.41914500,363.35748770,26.75000000,4.70000000,0.48349060,0.65532323,2.84492223,33.46833333,47.13410687,47.83060000,2.77110000,19.84125003,-3.22747422,0.02226822,36.14901293,682.23205190,0.00891757,0.10771247,5630.14324200,0.96118235,-30.53047264,7.34555472,0.33697513,6.62459707,31.29232885,0.12700000,5.37000000,14.68544595,0.57815184,9.78506014,354.48145480,2812.23464600,158.84346750,21.00000000,4.30000000,-0.42261826,0.90630779,121.00000000,25.83000000,-9.00000000,14.01000000,7.14000000,PRS,Verger Abandonné,23.00000000,614.00000000,210.00000000,3.80000000,50.65995526,0.62993421,68.96450000,22.00000000,2.46000000,3.02000000,1.06000000,0.80000000,597.70814270,2.18600000,0.14160000,0.33286799,17.26051027,2.41066465,0.13966358,330.46412500,0.43959487,1.26678774,0.26293713,4.56000000
J20PRS17,112.27272730,1308.35113000,313.24988530,9.15384615,5.30000000,0.53003050,0.75571754,0.97670665,16.96275000,48.66545814,47.61590000,2.88350000,24.40064529,-2.14050032,0.02158523,34.65358544,667.23516680,0.00602063,0.11527467,5229.84349800,0.98062026,-28.27298058,0.60766865,0.03055997,1.40199166,32.78543582,0.08633333,5.17000000,13.87520506,0.64705882,38.05181870,216.77253300,2054.39788600,126.20885290,16.00000000,4.30000000,-0.42261826,0.90630779,121.00000000,25.83000000,-9.00000000,14.01000000,4.75000000,PRS,Verger Abandonné,25.00000000,247.00000000,210.00000000,1.70000000,64.62215800,0.47794677,59.45814000,22.00000000,2.46000000,3.02000000,1.06000000,0.64705882,193.83421910,4.45886183,0.14600000,0.33332506,16.51323045,1.95141970,0.11817310,305.67119760,0.73316917,0.08672681,0.01973396,3.80000000
J20RHT8,91.05263158,665.01212440,43.39447103,44.00000000,11.69000000,0.35720837,0.44981005,2.85368126,301.56458330,78.59980242,47.76470000,2.71040000,17.23041209,-2.14655200,0.00076253,560.49451530,6093.13996600,2.34153347,0.16515165,26747.19846000,0.55365586,-27.96715057,15.87468916,0.52838909,0.96439322,9.34957250,0.17366667,NA,NA,NA,NA,NA,NA,NA,NA,9.70000000,-0.50000000,0.86602540,121.00000000,25.83000000,-9.00000000,14.01000000,10.47000000,RHT,Verger Abandonné,9.00000000,346.00000000,210.00000000,2.20000000,NA,NA,39.96940000,6.00000000,1.56000000,4.00000000,1.00000000,0.62295082,360.85540530,20.45112777,0.17920000,0.43861497,17.62274941,2.77211594,0.15730326,3485.32068000,0.02440787,3.39192124,0.36885336,5.25000000
J21ACP17,120.80000000,908.39691210,516.40397320,19.00000000,3.88500000,0.46949376,0.57214421,0.96899225,77.57750000,26.16738101,42.65390000,2.42330000,17.66090985,-3.30467089,0.01640242,22.91182702,341.00041120,0.01006724,0.07267316,5204.62002700,0.75799317,-31.19734749,4.53949469,0.41387530,0.57517926,17.08514246,0.26833333,4.33000000,7.29202033,0.25605463,4.80600789,79.11159336,486.11675330,40.30153152,55.00000000,0.00000000,0.00000000,0.00000000,191.00000000,25.33000000,-11.83000000,12.51000000,4.86000000,ACP,Chemin Rouge,24.00000000,302.00000000,193.00000000,1.80000000,74.60970329,0.57568070,36.32700000,10.00000000,3.56000000,2.00000000,1.00000000,0.52083333,365.76596530,2.70900000,0.08680000,0.30146752,17.60157636,2.41515870,0.13721264,311.30190410,0.36335894,0.15545145,0.03950655,3.49000000
J21ACR16,98.48101266,1188.51563700,191.45986870,17.25000000,6.05000000,0.42213048,0.60340014,0.99218803,50.02222222,54.79786761,48.40570000,2.55280000,14.92108417,-3.04925935,0.03200063,43.34633160,701.43576890,0.00732445,0.11700379,6842.13799800,0.82414887,-31.77486168,9.37044643,0.35090905,0.31870091,6.87505335,0.82000000,5.60000000,3.99045066,0.08740490,23.97762491,40.30144532,1587.19243000,64.13233916,30.00000000,0.00000000,0.00000000,0.00000000,191.00000000,25.33000000,-11.83000000,12.51000000,5.61000000,ACR,Chemin Rouge,28.00000000,389.00000000,193.00000000,3.10000000,79.66601563,0.52979215,56.38650000,25.00000000,3.44000000,1.84000000,3.08000000,0.62698413,178.07951890,5.21070590,0.12100000,0.45287494,18.96180664,3.24411413,0.17108676,359.32271970,1.21978233,1.16261495,0.23541390,3.20000000
J21ACSP13,87.11111111,1241.25523400,362.93727660,18.80000000,4.51000000,0.44467515,0.52194783,1.83450586,51.21214286,43.36304169,48.92010000,2.90130000,15.54707917,-3.83439199,0.03085695,19.23187382,326.02440370,0.01059183,0.06344680,5180.85355800,0.86337331,-29.24849831,86.05632181,1.00000000,0.16151847,5.39465350,0.59333333,4.86000000,6.51032056,0.20014713,14.84517662,63.43614239,1162.30537500,57.74325845,55.00000000,0.00000000,0.00000000,0.00000000,191.00000000,25.33000000,-11.83000000,12.51000000,5.40000000,ACSP,Chemin Rouge,14.00000000,392.00000000,193.00000000,3.00000000,NA,NA,47.14762500,5.00000000,3.31000000,2.00000000,2.00000000,0.77586207,424.76381910,2.98500000,0.13360000,0.32457367,16.86144142,3.14657817,0.18661383,300.11973650,0.32110097,12.28810522,1.00000000,4.36000000
J21ACSP15,177.50000000,6651.38813300,273.76706270,16.57142857,5.27500000,0.45886436,0.50374177,0.66835484,33.12785714,31.13478083,46.29160000,2.26970000,17.97811543,-2.35989358,0.02197010,37.08277715,555.41349660,0.01075438,0.08589163,6609.13512400,0.76280633,-30.49913658,1.38960463,0.01666288,4.33975868,22.15968818,0.42466667,5.12000000,11.64754270,0.49066390,18.07947311,141.52488440,2534.17357900,154.69294340,55.00000000,24.40000000,-0.17364818,-0.98480775,191.00000000,24.17000000,-11.17000000,12.31000000,3.23000000,ACSP,Chemin Rouge,13.00000000,710.00000000,193.00000000,4.60000000,138.40682790,0.42578125,47.83856000,5.00000000,3.31000000,2.00000000,2.00000000,0.66666667,203.34507760,5.71403062,0.10500000,0.29652172,20.39547077,2.57488613,0.12624794,430.08949750,0.86385704,0.16443025,0.01380824,2.01000000
J21BEA16,102.14285710,672.63837320,736.89620640,11.00000000,3.50000000,0.54375168,0.56310853,0.70983380,14.84076923,31.30669155,45.75060000,2.98270000,12.54695241,-3.79158313,0.02366839,49.40459559,951.49202840,0.00260695,0.09010657,9284.66629300,0.98086201,-32.23636665,5.47163339,0.24706046,0.18207447,12.04618349,0.47833333,5.27000000,6.09991986,0.20142068,39.35811496,77.27312388,2021.53162700,86.50008315,55.00000000,0.00000000,0.00000000,0.00000000,191.00000000,25.33000000,-11.83000000,12.51000000,4.76000000,BEA,Chemin Rouge,14.00000000,286.00000000,193.00000000,2.00000000,162.00990100,0.43839144,48.23000000,25.00000000,3.17000000,3.00000000,2.00000000,0.54901961,213.76038780,1.44400000,0.20800000,0.15051294,15.73228913,3.13806881,0.19946676,542.20188870,3.03199739,0.81358551,0.11517946,2.71000000
J21BEA17,159.04761900,1770.17355400,505.38620440,20.20000000,4.09000000,0.50924667,0.54409392,1.07857432,35.32555556,31.45346460,47.45610000,2.88430000,13.88616914,-0.47497646,0.02013987,34.83578044,668.26405170,0.00497500,0.07441289,7892.38052200,0.97699573,-32.42269646,1.89973967,0.08033558,0.74306654,22.37057829,0.29900000,NA,NA,NA,NA,NA,NA,NA,55.00000000,0.00000000,0.00000000,0.00000000,191.00000000,25.33000000,-11.83000000,12.51000000,3.83000000,BEA,Chemin Rouge,51.00000000,334.00000000,193.00000000,2.70000000,NA,NA,41.98946667,25.00000000,3.17000000,3.00000000,2.00000000,0.53846154,336.41960310,2.46900000,0.10520000,0.29898731,16.45324689,3.41750842,0.20771027,471.47932100,1.82937757,0.30498870,0.04043740,2.35000000
J21BEA18,125.75757580,1470.58283800,266.06332380,7.68965517,5.37000000,0.46215939,0.59552061,0.59191236,24.31440000,26.81538512,47.74446056,3.19720000,20.93278104,-1.93137159,0.02040090,58.39960237,1121.78532200,0.00648705,0.09662428,7729.29125900,0.97829531,-32.36405785,7.63044907,0.29283806,3.73500207,51.16708749,0.22966667,4.72000000,11.83474556,0.42504358,18.45281429,118.34725480,1809.90378700,105.70365040,21.00000000,24.40000000,-0.17364818,-0.98480775,191.00000000,24.17000000,-11.17000000,12.31000000,3.45000000,BEA,Chemin Rouge,15.00000000,415.00000000,193.00000000,2.70000000,NA,NA,48.98243750,25.00000000,3.17000000,3.00000000,2.00000000,0.53225807,211.65941680,6.20700000,0.14200000,0.18884074,14.93321048,2.28084651,0.15273651,608.80123580,1.94571189,0.95699451,0.11515226,1.92000000
J21ULA19,75.10204082,1046.83764200,281.88962920,8.23076923,5.07500000,0.43733012,0.66823744,0.56456872,12.26818182,27.56576510,42.61180000,3.40770000,21.85941196,-0.27734381,0.02617903,405.41407150,492.07779310,0.06893855,0.27586002,14542.43024000,0.06181659,-32.40258896,5.91639337,0.24970656,9.12141520,12.44018192,0.81433333,5.85000000,6.70731326,0.20598592,26.94404973,89.39022038,3283.94571300,117.65218740,35.00000000,0.00000000,0.00000000,0.00000000,191.00000000,24.17000000,-11.17000000,12.31000000,2.81000000,ULA,Chemin Rouge,18.00000000,368.00000000,193.00000000,3.10000000,142.91994540,0.50984849,83.75407500,35.00000000,3.14000000,2.92000000,2.46000000,0.75384615,203.74166130,3.11919514,0.09080000,0.30358772,12.50456320,1.94935710,0.15589166,1461.89954900,0.69235080,0.86797669,0.19619139,2.21000000
J22ACP19,193.15789470,5572.11443500,340.04865060,17.83333333,4.84500000,0.48082476,0.53048128,0.67784051,81.35800000,26.54932520,48.43630000,2.31740000,15.22798642,-3.39087899,0.01203508,60.60690089,875.45832390,0.00743506,0.13048536,6080.58747500,0.73567078,-31.98918266,1.01561050,0.09483009,2.12746091,23.75829444,0.28566667,NA,NA,NA,NA,NA,NA,NA,NA,17.00000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,8.17000000,ACP,North MSH,13.00000000,367.00000000,193.00000000,1.90000000,NA,NA,38.35430000,10.00000000,3.56000000,2.00000000,1.00000000,0.76000000,248.39449540,2.83400000,0.10980000,0.24179713,20.90113921,3.18074227,0.15218033,473.68545630,1.41061709,0.18050272,0.04698023,4.49000000
J22ACP20,189.30232560,5903.39085600,324.14962070,20.20000000,4.84500000,0.45834372,0.55447570,0.93213793,104.49125000,28.37558169,48.25110000,2.76940000,19.31751187,-2.83758976,0.02145353,25.38255987,348.61618550,0.00954206,0.07155959,5422.00102000,0.69949117,-29.68722389,0.90743346,0.08076780,2.41932729,5.51545860,0.12933333,NA,NA,NA,NA,NA,NA,NA,NA,26.50000000,0.96126170,0.27563736,138.00000000,24.33000000,-9.33000000,13.09000000,5.25000000,ACP,North MSH,19.00000000,407.00000000,193.00000000,2.40000000,NA,NA,71.83350000,10.00000000,3.56000000,2.00000000,1.00000000,0.74137931,320.46620690,3.62500000,0.09840000,0.28836973,17.42294360,2.49779062,0.14336215,356.70342840,0.36966964,0.19735795,0.04896553,2.20000000
J22ACSA31,188.33333330,4761.79615300,333.25565310,21.16666667,5.32000000,0.56814474,0.64629630,0.87272881,93.44200000,34.03180583,46.65230000,2.48820000,11.38971046,-4.94614292,0.02618659,33.00666740,587.95404360,0.01034994,0.08661026,5596.99557800,0.90721833,-31.92785728,1.18229953,0.02231369,0.31672858,9.17043840,0.35866667,NA,NA,NA,NA,NA,NA,NA,NA,7.20000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,6.18000000,ACSA,North MSH,34.00000000,339.00000000,193.00000000,2.20000000,NA,NA,62.93250000,35.00000000,4.76000000,2.88000000,3.37000000,0.67924528,243.68772150,6.59425920,0.10900000,0.31221840,18.74941725,4.09600403,0.21846034,391.04595520,1.09686042,0.13575603,0.01086175,4.02000000
J22ACSP16,158.75000000,6805.65608400,370.71300560,26.33333333,4.62000000,0.47662846,0.52054393,0.72575372,42.74800000,29.70899223,49.32690000,2.48100000,14.13765947,-1.78698898,0.02797148,44.68657006,759.09668110,0.00523026,0.08698627,7514.93098600,0.86514755,-30.51405991,3.75816383,0.04680907,1.13097336,8.80865032,0.30766667,NA,NA,NA,NA,NA,NA,NA,NA,14.50000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,6.64000000,ACSP,North MSH,15.00000000,635.00000000,193.00000000,4.50000000,NA,NA,57.92435000,5.00000000,3.31000000,2.00000000,2.00000000,0.78431373,228.74318920,2.75300000,0.11600000,0.25611200,19.88186215,3.48904287,0.17548874,506.80752180,2.51722497,0.28702687,0.02503657,4.60000000
J22ACSP17,137.03703700,2794.50551600,414.00675150,17.25000000,4.40500000,0.48390204,0.48020408,0.98960201,41.79090909,32.43419621,48.10560000,2.99930000,16.40275474,-1.18552712,0.02316567,31.17362493,484.42286380,0.00861234,0.07772835,6562.67936600,0.79142076,-30.46018494,2.62732683,0.03322354,0.16730375,26.70695778,0.82700000,NA,NA,NA,NA,NA,NA,NA,NA,16.30000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,9.69000000,ACSP,North MSH,12.00000000,370.00000000,193.00000000,3.20000000,NA,NA,48.04936667,5.00000000,3.31000000,2.00000000,2.00000000,0.79411765,298.47615630,2.78900000,0.13060000,0.24834760,16.03894242,2.93277567,0.18285343,396.11836540,0.65546530,0.26442688,0.02341722,5.73000000
J22ACSP18,173.87096770,7189.01994600,353.93425600,11.22222222,4.74500000,0.48001326,0.49915888,0.98273026,30.58958333,35.91909010,50.37660000,2.90620000,16.35533269,-1.81795855,0.03207358,22.34688764,388.44949880,0.00839757,0.04561543,4964.92783600,0.88529422,-30.88896484,4.73361960,0.05937737,1.45267244,7.60371306,0.19633333,NA,NA,NA,NA,NA,NA,NA,NA,29.00000000,0.96126170,0.27563736,138.00000000,24.33000000,-9.33000000,13.09000000,4.30000000,ACSP,North MSH,14.00000000,539.00000000,193.00000000,3.60000000,NA,NA,53.55745000,5.00000000,3.31000000,2.00000000,2.00000000,0.81578947,273.78837720,3.64800000,0.10800000,0.33258417,17.33418209,3.08013300,0.17769128,497.39064260,0.36203328,0.49337674,0.04334152,1.85000000
J22BEA19,107.87234040,2992.80769000,409.55483530,6.50000000,4.63500000,0.52999251,0.58167331,0.66351904,33.65250000,27.04108164,47.86600000,2.72880000,10.68169615,-1.39583983,0.01816304,58.82906165,1143.65274000,0.00606090,0.08946480,10510.06990000,0.99008473,-32.73143051,8.61039605,0.37894703,3.08901463,82.36688167,0.33866667,NA,NA,NA,NA,NA,NA,NA,NA,14.50000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,8.22000000,BEA,North MSH,15.00000000,507.00000000,193.00000000,4.40000000,NA,NA,41.83383333,25.00000000,3.17000000,3.00000000,2.00000000,0.81034483,241.01668240,3.17700000,0.11840000,0.22838751,17.54104368,4.48112353,0.25546505,659.31989780,1.84043492,2.29956198,0.31731170,5.10000000
J22BEA20,123.71428570,1623.77208000,338.90438600,7.66666667,5.04500000,0.51958635,0.61686417,0.36753529,28.44857143,27.44300492,47.85020000,2.74280000,13.77881405,-2.64834071,0.02779184,58.02061815,1125.99687000,0.00313618,0.09058818,10542.70339000,0.98838226,-33.82850922,19.61148305,0.84616257,2.37104342,15.64966816,0.37300000,NA,NA,NA,NA,NA,NA,NA,NA,11.00000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,7.68000000,BEA,North MSH,22.00000000,433.00000000,193.00000000,3.20000000,NA,NA,59.52926667,25.00000000,3.17000000,3.00000000,2.00000000,0.54687500,127.22041260,3.68400000,0.10880000,0.25223350,17.44574887,3.47273719,0.19905922,641.08212750,2.17705806,1.32257732,0.17891635,5.06000000
J22FAG25,148.46153850,2869.24034400,646.16444670,9.16666667,4.02500000,0.63056960,0.72724138,0.80845771,28.67038462,25.74353058,50.13220000,2.96750000,11.04287928,-2.68374039,0.02384690,36.39796760,689.04799180,0.00575452,0.08263234,7305.13731400,0.96414521,-32.69519318,1.34483139,0.09597310,2.57534869,80.74691686,0.30966667,NA,NA,NA,NA,NA,NA,NA,NA,15.10000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,7.92000000,FAG,North MSH,35.00000000,386.00000000,193.00000000,2.80000000,NA,NA,51.11790000,25.00000000,4.75000000,1.50000000,1.50000000,0.59090909,311.21890550,2.81400000,0.07360000,0.34977623,16.89374895,4.53977615,0.26872521,448.86917530,0.74310682,0.15110020,0.03827875,4.56000000
J22FRA31,222.63157890,6734.71409700,216.48012680,67.00000000,5.65500000,0.41700518,0.72961567,0.62788121,73.71375000,31.82920419,46.93770000,3.68530000,11.85739270,-0.15060595,0.02106333,266.11338690,277.68586970,0.08889361,0.16725229,17899.31299000,0.05314436,-31.78560150,0.56929370,0.03100008,0.19403275,55.07952468,0.46600000,NA,NA,NA,NA,NA,NA,NA,NA,10.00000000,0.99026807,0.13917310,138.00000000,24.33000000,-9.33000000,13.09000000,8.34000000,FRA,North MSH,10.00000000,423.00000000,193.00000000,2.80000000,NA,NA,65.77570000,30.00000000,2.46000000,2.38000000,2.59000000,0.57575758,194.88031910,4.51200000,0.08940000,0.35603137,12.73646650,3.95851779,0.31080189,1581.49355400,0.44636977,0.47441142,0.12448934,5.57000000
J23POG15,144.61538460,4054.35854500,151.13659750,14.91666667,6.69000000,0.40745540,0.40855000,1.06069739,25.68925926,76.45506841,51.50290000,3.84380000,18.34282788,0.56096273,0.01290380,259.01324850,4529.91083000,0.00718448,0.21396518,13272.75455000,0.89071299,-27.67838402,10.05335901,0.24708087,2.35526005,6.24397383,0.06633333,4.61000000,7.40617423,0.34676007,192.02572880,153.29551010,1457.13280500,120.38460020,26.00000000,0.00000000,0.00000000,0.00000000,58.00000000,26.17000000,-8.50000000,14.09000000,14.69000000,POG,Quarry's Orchard,10.00000000,564.00000000,186.00000000,4.00000000,NA,NA,68.60466667,20.00000000,1.21000000,2.50000000,2.00000000,0.79591837,137.93237480,6.95202995,0.14500000,0.52727633,13.39895416,2.80779498,0.20955329,1208.37842500,4.98412576,2.91576025,0.17356555,11.36000000
J23POG16,170.00000000,1949.24651900,173.44999270,19.40000000,6.01000000,0.37738222,0.37902813,1.33395541,22.40130435,67.32915397,51.28120000,3.94090000,16.26076350,1.48137604,0.01370492,68.07069822,1160.05220400,0.00840789,0.11250588,6009.75866600,0.86793547,-28.52548264,3.46861870,0.07895613,1.19379342,6.45582446,0.06966667,4.74000000,7.11977325,0.42076503,156.32528740,176.29817950,1871.65775400,137.47597760,29.00000000,0.00000000,0.00000000,0.00000000,58.00000000,26.17000000,-8.50000000,14.09000000,14.16000000,POG,Quarry's Orchard,5.00000000,323.00000000,186.00000000,2.00000000,NA,NA,64.51250000,20.00000000,1.21000000,2.50000000,2.00000000,0.64406780,196.67267220,5.33526081,0.13080000,0.51474888,13.01256058,3.15367725,0.24235639,601.27191420,0.82440680,1.50081441,0.08274468,9.93000000
J23PRP12,152.75862070,3080.98396000,797.70730370,5.13333333,3.37000000,0.54570957,0.58944351,1.95355010,8.52530303,47.80777365,49.76110000,2.95480000,17.30347394,-1.82993675,0.01962619,38.94045990,741.86633300,0.00421111,0.10810383,5253.50215300,0.97027468,-26.86771667,13.58973107,1.00000000,1.56986244,5.00627317,0.15466667,4.90000000,11.04020182,0.55696203,29.13696783,201.20253960,2563.86618200,196.38686430,25.00000000,0.00000000,0.00000000,0.00000000,58.00000000,26.17000000,-8.50000000,14.09000000,11.14000000,PRP,Quarry's Orchard,8.00000000,443.00000000,186.00000000,2.50000000,NA,0.39002453,55.59100000,12.00000000,NA,NA,NA,0.61702128,407.57133380,1.50700000,0.12100000,0.39510557,16.84076756,2.87578669,0.17076340,351.74978410,1.00940964,5.03710989,1.00000000,7.68000000
J23PRP13,143.61111110,4529.13042600,397.14297310,21.61111111,4.68500000,0.52507855,0.58049020,1.23580247,8.09022989,47.14072601,48.25550000,2.40170000,20.34089574,-1.80847455,0.02578904,39.22663576,742.06208980,0.00647404,0.08635377,2720.80140600,0.96345025,-27.53228081,12.45516609,0.88186349,0.73898113,4.43013652,0.09700000,4.84666667,11.92668476,0.65530283,26.30038742,196.80449430,2804.17146400,188.46559290,36.00000000,0.00000000,0.00000000,0.00000000,58.00000000,26.17000000,-8.50000000,14.09000000,10.54000000,PRP,Quarry's Orchard,11.00000000,517.00000000,186.00000000,3.30000000,NA,NA,47.98650000,12.00000000,NA,NA,NA,0.74226804,255.46913580,4.05000000,0.15000000,0.31427151,20.09222634,2.37233899,0.11807248,425.25975450,0.89067452,1.47182968,0.28115048,7.27000000
J23PRP14,141.70212770,2159.59076000,487.52499870,39.33333333,3.70000000,0.40203007,0.50905512,2.56491885,18.32804878,42.01210992,47.76680000,3.38970000,31.66867602,0.36238548,0.01556415,41.86387894,755.22967380,0.00824794,0.09416972,4505.96367300,0.91877610,-27.96637238,8.93914861,0.48459872,1.76714587,3.73772670,0.09533333,4.76000000,11.21083954,0.76256499,50.96381791,162.03399650,2312.85706500,173.83284630,29.00000000,0.00000000,0.00000000,0.00000000,58.00000000,26.17000000,-8.50000000,14.09000000,13.37000000,PRP,Quarry's Orchard,9.00000000,333.00000000,186.00000000,2.70000000,86.37992481,0.67366896,50.15800000,12.00000000,NA,NA,NA,0.69117647,607.82147320,1.60200000,0.11920000,0.35245059,14.09174853,1.50832956,0.10703637,443.62048240,0.65770719,2.66026218,0.38908096,7.31000000
