SampleID,Height.DBH.Ratio,Estem,Etwig,Branching.Distance,Twig.Diameter,Twig.Wood.Density,Stem.Wood.Density,Leaf.Mass.Fraction,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C,Biomass5,pcent.max.Bio5,Symmetric.Competition,Asymmetric.Competition,Soil.Humidity,SoilpH,Organic C,N,P,K,Ca,Mg,Soil.Depth,Slope,North.Aspect,East.Aspect,Elevation,Summer.Max,Fall.Min,Mean.Temp,X.Canopy Opening,Species,Site,Tree.Age,Tree.Height,julian.date.2011,Branch.Height,SRL,Root.Wood.Density,Twig.branching.angle,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging Tolerance,DBH.DGH,Leaf Area.Ratio,Branch.Dry.Mass,Leaf.Thickness,Leaf.Density,C.N,C.P,N.P,Kl,Kleaf,Biomass1,pcent.max.Bio1,Total.Transmitted.Light 
J1POT1,126.7445804,4025.261205,235.70333,8.384615385,6.41,0.583364475,0.496878613,1.297145146,17.10057143,88.18418766,51.0953,2.5431,13.33065566,-3.611433582,0.025384226,78.67789592,1472.106455,0.011934221,0.170788106,7969.350101,0.952920325,-30.67344841,7.61443605,0.337771404,1.126944958,4.126250322,0.006666667,NA,NA,NA,NA,NA,NA,NA,45,0,0,0,157,30,-9.75,14.1,8.14,POT,Research Center,21,583.02507,199,3.2,NA,NA,56.48556667,25,1.21,1.77,1.77,0.807017544,145.2867837,8.885667141,0.1538,0.573369231,20.09173843,3.832917248,0.190770812,459.4587272,1.421988735,1.038405966,0.152768178,4.49
J1POT2,160.8220166,2430.709871,238.6234621,6.181818182,5.51,0.43638975,0.44675,1.667259707,15.18543478,66.74015432,48.9116,2.4942,13.0736773,-3.273488598,0.027726397,67.59485205,1177.247692,0.008402606,0.175678556,4901.783698,0.887001462,-31.08718285,3.098841075,0.102829803,22.79289217,6.751951559,0.019,5.41,2.751967809,0.063012504,29.59706772,64.22208306,880.2707767,48.97672707,15,0,0,0,157,30,-9.75,14.1,12.74,POT,Research Center,10,321.6440332,197,2.2,NA,0.500125408,53.0256,25,1.21,1.77,1.77,0.701754386,251.8845531,3.553135708,0.1504,0.443751026,19.61013551,3.74122742,0.190780294,384.3879535,1.030689648,0.406507167,0.044737168,5.71
J1PRP1,99.57311153,2034.380906,372.7851577,7.117647059,5.145,0.594412005,0.591129363,0.783784333,8.276956522,58.78027,45.78594874,2.1978,14.19160304,-3.427533531,0.028059666,91.33768763,1691.143296,0.006338504,0.169536181,6389.722334,0.94297571,-29.66652901,1.826179142,0.146372172,1.58863747,4.436194821,0.066333333,5.57,4.768486643,0.150414365,12.61491138,97.52698175,1255.637359,78.68692904,27,0,0,0,157,30,-9.75,14.1,3.98,PRP,Research Center,19,433.1430352,192,3.5,61.74965358,0.66919366,51.5365,12,NA,NA,NA,0.776785714,122.3537667,6.497960966,0.1212,0.484985726,20.83262751,3.226270395,0.154866226,525.1365713,3.009048318,0.272662164,0.058961626,4.55
J1PRP10,110.8571429,2003.663091,339.8031082,8.411764706,5.48,0.614676578,0.645710345,1.053628625,9.404074074,79.70015622,48.3168,1.9145,19.04906033,-6.263404846,0.025024932,83.2220464,1572.962853,0.006957073,0.173064739,6936.048575,0.962609594,-26.43877136,6.156520218,0.510281169,0.281648496,1.661009863,0.006333333,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,157,30,-9.75,14.1,22.47,PRP,Research Center,16,388,197,2.8,NA,NA,43.6771,12,NA,NA,NA,0.7,130.4770435,7.472272313,0.1214,0.6565087,25.23729433,2.536440075,0.100503645,475.656544,1.531078945,0.866203068,0.193697219,12.98
J1PRP11,120,441.4523756,271.6549052,10.7,5.865,0.562874774,0.673348181,0.544090033,5.478444444,91.67241309,48.3445,2.0411,12.06835315,-6.29166275,0.030189436,44.67004167,802.9389276,0.003460254,0.130481726,4402.018762,0.915453451,-26.56379494,4.670123367,0.354460385,0.115268593,0.801213328,0.004666667,NA,NA,NA,NA,NA,NA,NA,19,4,-0.939692621,0.342020143,157,30,-9.75,14.1,53.47,PRP,Research Center,16,228,199,1.4,NA,NA,45.705,12,NA,NA,NA,0.387755102,58.52134372,7.263503757,0.1432,0.640170482,23.68551271,4.005890397,0.169128296,340.4682768,2.22586652,0.292351704,0.059865197,33.06
J1PRV14,74.66666667,717.2858708,200.9047326,7.6875,6.665,0.537586898,0.639921569,0.912504089,12.28363636,70.99509431,46.1879,2.639,12.36807119,-1.867301521,0.022276085,39.97017596,715.7782715,0.006982143,0.125067658,4432.186164,0.912037217,-28.17498383,2.595300125,0.05385491,3.325452505,12.95136057,0.088333333,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,157,30,-9.75,14.1,5.65,PRV,Research Center,27,280,199,2.3,64.26439649,0.671333567,46.26835,9,2.59,2.88,1.11,0.735294118,126.7837542,8.119415667,0.169,0.420089315,17.50204623,3.734446486,0.213371993,321.2732345,0.623042995,1.336652445,0.614959122,2.51
J1QUR1,198.4693836,5182.873944,455.9868646,34,4.67,0.599024099,0.796576695,1.174299696,77.12272727,50.80450286,46.7179,2.3286,12.04504529,-3.17136322,0.043915468,176.8739642,412.5625771,0.083224737,0.092743529,29172.97652,0.118794417,-30.40546425,2.270387385,0.089960436,11.91368516,5.328757349,0.043,5.4,3.727205807,0.154506089,8.958069339,85.41906861,836.9617991,59.60042867,19,0,0,0,157,30,-9.75,14.1,5.19,QUR,Research Center,15,337.3979521,173,2.4,35.2,0.630819019,NA,25,2.75,2.88,1.12,0.607142857,226.0991975,5.106873499,0.1296,0.392010053,20.06265567,3.878598949,0.193324304,1747.070841,0.289261434,0.463020688,0.082598054,1.77
J1QUR2,210.9551124,12930.09052,242.8940169,19.5,6.36,0.591819471,0.764688525,1.553835091,50.875,70.97227097,49.533,2.8072,13.51249502,0.799423297,0.045645633,310.854214,2977.420691,0.021785863,0.096566685,40594.97605,0.487813206,-29.72096786,9.379188543,0.36716545,2.814009491,2.332597936,0.044666667,NA,NA,NA,NA,NA,NA,NA,28,0,0,0,157,30,-9.75,14.1,11.675,QUR,Research Center,15,548.4832922,199,4.3,NA,NA,60.3212,25,2.75,2.88,1.12,0.722222222,211.0311991,7.404260634,0.1472,0.48214858,17.64498433,3.665718279,0.207748458,3236.081068,3.130241924,3.028364157,0.533731055,6.17
J1RHT20,126.6666667,1933.969464,53.71619577,66,10.705,0.370797496,0.412365145,2.846341731,296.396,81.0840902,50.7743,2.4975,14.39405516,-4.853824692,0.016937059,408.573384,2509.368503,3.048175522,0.139883404,42802.69738,0.31279837,-28.46308502,3.524320517,0.121769685,1.223496624,5.371172635,0.069333333,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,157,30,-9.75,14.1,5.15,RHT,Research Center,15,361,199,2.9,NA,NA,68.83,6,1.56,4,1,0.780821918,338.734318,13.78998156,0.178,0.455528597,20.33005005,3.527449313,0.173509131,2920.066977,0.021124218,0.855509283,0.096571256,2.45
J20BEPA17,149.0909091,3809.576037,287.562461,8.647058824,5.335,0.493013987,0.509642005,0.730053885,21.37956522,48.50222683,49.6567,2.4174,12.06708217,-2.591582928,0.011304924,53.12513217,1033.811891,0.005513593,0.081304869,9202.028687,0.991086612,-32.30328072,3.857935469,0.12358241,4.710426303,13.50735371,0.320666667,5.27,11.10916855,0.442867117,7.937004212,396.0389419,2296.274751,156.7474711,19,5.3,-0.64278761,0.766044443,121,25.83,-9,14.01,7.34,BEPA,Verger Abandonné,16,492,210,3.8,194.6768722,0.508496732,55.90596667,25,1.54,2.02,1.25,0.717391304,142.5395446,5.753,0.1354,0.358214378,20.54136676,4.115054436,0.200330118,624.8401095,1.606824306,0.117241882,0.017315665,4.32
J20BEPA18,172.4590164,5102.913776,825.4101966,100,3.25,0.525163764,0.499583085,2.118421053,42.44,74.55230914,49.4409,2.8572,19.48451254,-0.660453093,0.029768809,47.55622556,918.3922244,0.002557551,0.151093007,2666.908382,0.983537515,-28.4660923,12.99547702,0.443434458,3.002498971,3.030751332,0.069666667,5.46,10.76986744,0.50479904,11.4782282,443.3716684,2564.647236,155.3633081,12,9.7,-0.5,0.866025404,121,25.83,-9,14.01,9.67,BEPA,Verger Abandonné,13,526,210,3.8,148.4938819,0.516434893,0,25,1.54,2.02,1.25,0.701149425,274.9707602,1.368,0.176,0.423592666,17.30396892,2.537446082,0.146639542,314.4994369,3.296175332,4.483627628,0.705377236,6.65
J20BEPA19,127.2727273,1806.610644,246.1122616,34.75,5.745,0.489295834,0.515746924,1.805253896,34.55758621,80.146083,46.3433,1.9846,12.13441019,-0.474692626,0.024127746,141.5172428,2718.954476,0.006869276,0.165136177,11389.13986,0.978504185,-29.70036446,14.40914875,0.458091573,0.100577057,2.386575931,0.075333333,5.74,5.670494221,0.262418301,9.165907557,216.6863909,1986.048249,116.3371939,55,9.7,-0.5,0.866025404,121,25.83,-9,14.01,14.67,BEPA,Verger Abandonné,14,420,210,3,182.0166884,0.538831615,36.92205,25,1.54,2.02,1.25,0.622641509,218.4936721,5.694489858,0.1844,0.434631687,23.35145621,3.819163788,0.163551419,857.3733891,2.55770631,4.323811079,0.633775402,8.15
J20BEPO18,204.7058824,1554.773096,831.3837769,44,3.255,0.530593264,0.513611111,1.546866015,16.08681818,59.64793309,46.6466,2.7701,22.22734398,-1.12821342,0.01843422,57.18138686,1089.469844,0.0029151,0.101975805,9801.15725,0.97035498,-30.39388512,0.29935023,0.274915085,2.728862777,3.66968946,0.114333333,5.59,11.28925714,0.377308707,11.6297346,533.137868,2270.213865,155.0850891,29,9.7,-0.5,0.866025404,121,25.83,-9,14.01,9.07,BEPO,Verger Abandonné,11,348,210,2.2,NA,NA,46.7733,15,1.5,2.34,1,0.395348837,250.0632547,1.739,0.1428,0.417702613,16.83931988,2.098613313,0.124625776,555.8568892,2.41022672,0.098376783,0.322710018,6.56
J20CAC20,171.1111111,6201.898783,191.0692385,60,6.4,0.471420997,0.796039604,1.682081519,424.4933333,52.54892107,46.4254,1.9776,15.01163424,-1.69770504,0.038835198,200.3002396,1192.705551,0.038037973,0.0720003,39853.64909,0.303264714,-29.73559654,8.14534727,0.532985525,2.105118031,14.68550747,0.051666667,5.216666667,25.83194268,1.004396695,211.3379789,374.4540358,4975.014407,321.173592,35,4.3,-0.422618262,0.906307787,121,25.83,-9,14.01,8.1,CAC,Verger Abandonné,23,462,210,3.2,NA,NA,35.104,25,2.07,4,2.5,0.658536585,302.9517053,7.173849699,0.1182,0.44457632,23.47562702,3.092627976,0.131737822,2770.135161,0.898664638,1.700118025,0.488834796,6.96
J20CAC21,115.9090909,2993.519502,217.6558997,55,6,0.471988205,0.75142055,2.290736075,216.57875,57.19628542,46.9936,3.0628,12.33492812,-1.487316971,0.050393996,132.5910973,1369.083322,0.021714811,0.042821486,36882.33308,0.525878754,-31.34992111,12.11022373,0.793378084,6.917388195,8.146297862,0.191,5.16,6.932631206,0.281535649,8.150296325,152.9506344,1297.216503,63.38097878,34,10,-0.5,0.866025404,121,25.83,-9,14.01,6.45,CAC,Verger Abandonné,21,510,210,4.3,NA,NA,58.9522,25,2.07,4,2.5,0.661654135,390.2762723,5.040301293,0.1324,0.431996113,15.34334596,3.809799257,0.248303028,2828.053371,0.693236026,1.286783392,0.370433889,3.49
J20COA8,120,2473.604122,327.7661935,10.8,4.975,0.488661956,0.538242424,1.092821682,22.54878049,41.64413196,46.1178,2.0523,9.821330489,-1.477852507,0.019677979,28.26475721,486.7587041,0.010117802,0.090693686,5932.15068,0.877078725,-30.27869164,4.426862976,0.442254213,4.746477442,15.32487791,0.128,5.68,13.69933636,0.642500734,9.329752597,425.3312745,3531.724392,188.2920792,15,5.3,-0.64278761,0.766044443,121,25.83,-9,14.01,4.73,COA,Verger Abandonné,13,342,210,2.6,NA,NA,50.8161,10,4,1.77,1.02,0.838235294,262.3278875,5.129839655,0.1208,0.344736192,22.47127613,4.695677439,0.208963541,309.5493399,0.406630953,0.660867394,0.387114311,2.1
J20COA9,77.87234043,919.0767796,314.2506852,10.42857143,5.265,0.52472431,0.596353078,0.516028852,21.13294118,44.48032066,46.3169,2.0937,12.84038678,-2.179801855,0.024719281,27.46186869,502.5274489,0.004790149,0.085728315,4841.936519,0.93196545,-29.70084274,4.426862976,0.474891762,7.979768059,11.89882865,0.146666667,5.34,13.12503289,0.444029851,8.93618347,377.6645995,2423.608018,151.0669065,20,5.3,-0.64278761,0.766044443,121,25.83,-9,14.01,6.97,COA,Verger Abandonné,13,366,210,3.1,NA,NA,67.669,10,4,1.77,1.02,0.723076923,114.4441029,4.794305569,0.1318,0.337483465,22.12203276,3.607126545,0.163055836,314.7222297,0.875570843,0.660867394,0.415682636,3.48
J20POT22,166.4,8627.81114,335.126969,51,4.805,0.46607345,0.433592982,1.77144666,32.57454545,97.11989283,51.1322,2.6786,12.92897475,-1.034137921,0.023881955,49.10188883,906.4968488,0.004842902,0.121027965,6871.111046,0.940238889,-29.9556591,28.21632693,1,0.095071803,5.95729045,0.149666667,5.77,6.100330635,0.213030014,12.02289804,149.2861127,1729.627383,101.1328371,33,9.7,-0.5,0.866025404,121,25.83,-9,14.01,9.33,POT,Verger Abandonné,14,832,210,4.6,122.589313,0.529814272,0,25,1.21,1.77,1.77,0.806451613,170.6869262,3.159,0.1838,0.528399852,19.08915105,3.95485342,0.207178067,399.827067,1.525707725,8.507851319,1,3.93
J20PRS14,116.8253968,3267.050696,452.7831204,13.5,4.59,0.574610821,0.712767395,0.674539171,24.10055556,45.06581222,47.148,2.9233,12.84184617,-2.97126092,0.036213921,34.23292253,657.3287988,0.003615017,0.09939765,5747.229901,0.977932305,-31.744925,4.355239376,0.237449389,0.807677857,6.521110315,0.107333333,5.62,5.003850964,0.188508697,10.29662363,115.0644502,1255.503016,57.1498451,55,22.6,-0.766044443,0.64278761,121,25.83,-9,14.01,4.77,PRS,Verger Abandonné,14,368,210,3.8,NA,0.609445548,59.61093333,22,2.46,3.02,1.06,0.828947368,146.8375576,3.472,0.1512,0.298054314,16.1283481,3.671434728,0.227638609,345.1309385,1.112886815,0.419738573,0.103541087,3.44
J20PRS16,122.8,5157.419145,363.3574877,26.75,4.7,0.483490596,0.65532323,2.844922232,33.46833333,47.13410687,47.8306,2.7711,19.84125003,-3.227474222,0.022268215,36.14901293,682.2320519,0.008917571,0.107712471,5630.143242,0.961182347,-30.53047264,7.345554722,0.336975134,6.624597071,31.29232885,0.127,5.37,14.68544595,0.578151838,9.785060142,354.4814548,2812.234646,158.8434675,21,4.3,-0.422618262,0.906307787,121,25.83,-9,14.01,7.14,PRS,Verger Abandonné,23,614,210,3.8,50.65995526,0.629934211,68.9645,22,2.46,3.02,1.06,0.8,597.7081427,2.186,0.1416,0.332867986,17.26051027,2.410664647,0.139663579,330.464125,0.439594871,1.266787744,0.262937132,4.56
J20PRS17,112.2727273,1308.35113,313.2498853,9.153846154,5.3,0.5300305,0.75571754,0.976706651,16.96275,48.66545814,47.6159,2.8835,24.40064529,-2.140500317,0.021585226,34.65358544,667.2351668,0.006020633,0.115274668,5229.843498,0.980620261,-28.27298058,0.607668646,0.030559969,1.401991656,32.78543582,0.086333333,5.17,13.87520506,0.647058824,38.0518187,216.772533,2054.397886,126.2088529,16,4.3,-0.422618262,0.906307787,121,25.83,-9,14.01,4.75,PRS,Verger Abandonné,25,247,210,1.7,64.622158,0.477946768,59.45814,22,2.46,3.02,1.06,0.647058824,193.8342191,4.458861825,0.146,0.333325056,16.51323045,1.951419704,0.118173104,305.6711976,0.733169172,0.086726807,0.01973396,3.8
J20RHT8,91.05263158,665.0121244,43.39447103,44,11.69,0.357208366,0.449810046,2.853681257,301.5645833,78.59980242,47.7647,2.7104,17.23041209,-2.146552,0.000762527,560.4945153,6093.139966,2.341533465,0.165151653,26747.19846,0.553655855,-27.96715057,15.87468916,0.528389093,0.964393216,9.349572495,0.173666667,NA,NA,NA,NA,NA,NA,NA,NA,9.7,-0.5,0.866025404,121,25.83,-9,14.01,10.47,RHT,Verger Abandonné,9,346,210,2.2,NA,NA,39.9694,6,1.56,4,1,0.62295082,360.8554053,20.45112777,0.1792,0.438614969,17.62274941,2.77211594,0.15730326,3485.32068,0.024407871,3.391921236,0.368853357,5.25
J21ACP17,120.8,908.3969121,516.4039732,19,3.885,0.469493758,0.572144213,0.968992248,77.5775,26.16738101,42.6539,2.4233,17.66090985,-3.304670887,0.016402415,22.91182702,341.0004112,0.01006724,0.07267316,5204.620027,0.757993167,-31.19734749,4.539494685,0.413875296,0.575179258,17.08514246,0.268333333,4.33,7.292020333,0.256054628,4.806007894,79.11159336,486.1167533,40.30153152,55,0,0,0,191,25.33,-11.83,12.51,4.86,ACP,Chemin Rouge,24,302,193,1.8,74.60970329,0.575680704,36.327,10,3.56,2,1,0.520833333,365.7659653,2.709,0.0868,0.301467523,17.60157636,2.415158696,0.137212636,311.3019041,0.363358939,0.15545145,0.039506552,3.49
J21ACR16,98.48101266,1188.515637,191.4598687,17.25,6.05,0.422130476,0.603400143,0.992188026,50.02222222,54.79786761,48.4057,2.5528,14.92108417,-3.049259348,0.032000628,43.3463316,701.4357689,0.007324451,0.117003786,6842.137998,0.824148873,-31.77486168,9.370446425,0.350909051,0.31870091,6.875053353,0.82,5.6,3.990450659,0.087404903,23.97762491,40.30144532,1587.19243,64.13233916,30,0,0,0,191,25.33,-11.83,12.51,5.61,ACR,Chemin Rouge,28,389,193,3.1,79.66601563,0.529792148,56.3865,25,3.44,1.84,3.08,0.626984127,178.0795189,5.210705901,0.121,0.452874939,18.96180664,3.244114131,0.171086764,359.3227197,1.219782332,1.16261495,0.235413903,3.2
J21ACSP13,87.11111111,1241.255234,362.9372766,18.8,4.51,0.444675151,0.521947826,1.834505863,51.21214286,43.36304169,48.9201,2.9013,15.54707917,-3.834391994,0.03085695,19.23187382,326.0244037,0.010591826,0.063446797,5180.853558,0.863373309,-29.24849831,86.05632181,1,0.16151847,5.394653503,0.593333333,4.86,6.510320561,0.200147131,14.84517662,63.43614239,1162.305375,57.74325845,55,0,0,0,191,25.33,-11.83,12.51,5.4,ACSP,Chemin Rouge,14,392,193,3,NA,NA,47.147625,5,3.31,2,2,0.775862069,424.7638191,2.985,0.1336,0.324573665,16.86144142,3.146578174,0.186613831,300.1197365,0.321100968,12.28810522,1,4.36
J21ACSP15,177.5,6651.388133,273.7670627,16.57142857,5.275,0.458864358,0.503741765,0.668354836,33.12785714,31.13478083,46.2916,2.2697,17.97811543,-2.359893579,0.021970102,37.08277715,555.4134966,0.010754376,0.085891633,6609.135124,0.762806329,-30.49913658,1.389604633,0.016662875,4.339758683,22.15968818,0.424666667,5.12,11.6475427,0.4906639,18.07947311,141.5248844,2534.173579,154.6929434,55,24.4,-0.173648178,-0.984807753,191,24.17,-11.17,12.31,3.23,ACSP,Chemin Rouge,13,710,193,4.6,138.4068279,0.42578125,47.83856,5,3.31,2,2,0.666666667,203.3450776,5.714030621,0.105,0.296521722,20.39547077,2.574886126,0.126247938,430.0894975,0.863857042,0.164430245,0.013808237,2.01
J21BEA16,102.1428571,672.6383732,736.8962064,11,3.5,0.543751678,0.563108531,0.709833795,14.84076923,31.30669155,45.7506,2.9827,12.54695241,-3.791583128,0.023668392,49.40459559,951.4920284,0.002606953,0.09010657,9284.666293,0.980862013,-32.23636665,5.471633385,0.247060457,0.182074471,12.04618349,0.478333333,5.27,6.099919859,0.201420679,39.35811496,77.27312388,2021.531627,86.50008315,55,0,0,0,191,25.33,-11.83,12.51,4.76,BEA,Chemin Rouge,14,286,193,2,162.009901,0.438391442,48.23,25,3.17,3,2,0.549019608,213.7603878,1.444,0.208,0.15051294,15.73228913,3.138068808,0.199466764,542.2018887,3.031997393,0.813585514,0.115179462,2.71
J21BEA17,159.047619,1770.173554,505.3862044,20.2,4.09,0.509246672,0.544093924,1.078574322,35.32555556,31.4534646,47.4561,2.8843,13.88616914,-0.474976463,0.020139867,34.83578044,668.2640517,0.004975,0.074412885,7892.380522,0.976995728,-32.42269646,1.899739665,0.080335579,0.743066542,22.37057829,0.299,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,191,25.33,-11.83,12.51,3.83,BEA,Chemin Rouge,51,334,193,2.7,NA,NA,41.98946667,25,3.17,3,2,0.538461538,336.4196031,2.469,0.1052,0.298987306,16.45324689,3.417508422,0.207710274,471.479321,1.829377567,0.304988695,0.040437395,2.35
J21BEA18,125.7575758,1470.582838,266.0633238,7.689655172,5.37,0.462159394,0.59552061,0.591912357,24.3144,26.81538512,47.74446056,3.1972,20.93278104,-1.931371593,0.020400904,58.39960237,1121.785322,0.006487048,0.09662428,7729.291259,0.978295314,-32.36405785,7.63044907,0.292838061,3.735002066,51.16708749,0.229666667,4.72,11.83474556,0.425043579,18.45281429,118.3472548,1809.903787,105.7036504,21,24.4,-0.173648178,-0.984807753,191,24.17,-11.17,12.31,3.45,BEA,Chemin Rouge,15,415,193,2.7,NA,NA,48.9824375,25,3.17,3,2,0.532258065,211.6594168,6.207,0.142,0.18884074,14.93321048,2.280846509,0.152736514,608.8012358,1.945711886,0.956994507,0.115152258,1.92
J21ULA19,75.10204082,1046.837642,281.8896292,8.230769231,5.075,0.437330123,0.668237436,0.564568717,12.26818182,27.5657651,42.6118,3.4077,21.85941196,-0.27734381,0.026179025,405.4140715,492.0777931,0.068938547,0.27586002,14542.43024,0.061816592,-32.40258896,5.916393369,0.24970656,9.121415201,12.44018192,0.814333333,5.85,6.707313256,0.205985915,26.94404973,89.39022038,3283.945713,117.6521874,35,0,0,0,191,24.17,-11.17,12.31,2.81,ULA,Chemin Rouge,18,368,193,3.1,142.9199454,0.509848485,83.754075,35,3.14,2.92,2.46,0.753846154,203.7416613,3.119195142,0.0908,0.303587721,12.5045632,1.949357104,0.155891659,1461.899549,0.6923508,0.867976693,0.19619139,2.21
J22ACP19,193.1578947,5572.114435,340.0486506,17.83333333,4.845,0.480824756,0.530481283,0.677840508,81.358,26.5493252,48.4363,2.3174,15.22798642,-3.390878992,0.012035084,60.60690089,875.4583239,0.00743506,0.130485361,6080.587475,0.735670784,-31.98918266,1.015610499,0.094830092,2.12746091,23.75829444,0.285666667,NA,NA,NA,NA,NA,NA,NA,NA,17,0.990268069,0.139173101,138,24.33,-9.33,13.09,8.17,ACP,North MSH,13,367,193,1.9,NA,NA,38.3543,10,3.56,2,1,0.76,248.3944954,2.834,0.1098,0.241797133,20.90113921,3.180742265,0.15218033,473.6854563,1.410617089,0.180502719,0.046980226,4.49
J22ACP20,189.3023256,5903.390856,324.1496207,20.2,4.845,0.458343716,0.554475703,0.932137931,104.49125,28.37558169,48.2511,2.7694,19.31751187,-2.83758976,0.021453526,25.38255987,348.6161855,0.009542056,0.071559587,5422.00102,0.699491171,-29.68722389,0.907433456,0.080767797,2.419327287,5.515458602,0.129333333,NA,NA,NA,NA,NA,NA,NA,NA,26.5,0.961261696,0.275637356,138,24.33,-9.33,13.09,5.25,ACP,North MSH,19,407,193,2.4,NA,NA,71.8335,10,3.56,2,1,0.74137931,320.4662069,3.625,0.0984,0.288369733,17.4229436,2.497790622,0.143362148,356.7034284,0.369669643,0.197357945,0.048965526,2.2
J22ACSA31,188.3333333,4761.796153,333.2556531,21.16666667,5.32,0.568144741,0.646296296,0.872728812,93.442,34.03180583,46.6523,2.4882,11.38971046,-4.946142921,0.026186586,33.0066674,587.9540436,0.01034994,0.086610255,5596.995578,0.907218326,-31.92785728,1.182299534,0.022313689,0.316728579,9.1704384,0.358666667,NA,NA,NA,NA,NA,NA,NA,NA,7.2,0.990268069,0.139173101,138,24.33,-9.33,13.09,6.18,ACSA,North MSH,34,339,193,2.2,NA,NA,62.9325,35,4.76,2.88,3.37,0.679245283,243.6877215,6.594259203,0.109,0.312218402,18.74941725,4.096004034,0.218460338,391.0459552,1.096860424,0.135756033,0.01086175,4.02
J22ACSP16,158.75,6805.656084,370.7130056,26.33333333,4.62,0.476628464,0.520543933,0.725753723,42.748,29.70899223,49.3269,2.481,14.13765947,-1.786988983,0.02797148,44.68657006,759.0966811,0.005230263,0.086986274,7514.930986,0.865147548,-30.51405991,3.758163827,0.046809073,1.130973355,8.808650316,0.307666667,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.990268069,0.139173101,138,24.33,-9.33,13.09,6.64,ACSP,North MSH,15,635,193,4.5,NA,NA,57.92435,5,3.31,2,2,0.784313725,228.7431892,2.753,0.116,0.256112002,19.88186215,3.489042871,0.175488737,506.8075218,2.517224974,0.287026869,0.025036565,4.6
J22ACSP17,137.037037,2794.505516,414.0067515,17.25,4.405,0.483902037,0.480204082,0.989602008,41.79090909,32.43419621,48.1056,2.9993,16.40275474,-1.18552712,0.023165673,31.17362493,484.4228638,0.008612342,0.077728348,6562.679366,0.791420758,-30.46018494,2.627326832,0.03322354,0.167303751,26.70695778,0.827,NA,NA,NA,NA,NA,NA,NA,NA,16.3,0.990268069,0.139173101,138,24.33,-9.33,13.09,9.69,ACSP,North MSH,12,370,193,3.2,NA,NA,48.04936667,5,3.31,2,2,0.794117647,298.4761563,2.789,0.1306,0.248347597,16.03894242,2.932775669,0.182853432,396.1183654,0.655465304,0.26442688,0.023417216,5.73
J22ACSP18,173.8709677,7189.019946,353.934256,11.22222222,4.745,0.480013258,0.499158879,0.982730263,30.58958333,35.9190901,50.3766,2.9062,16.35533269,-1.81795855,0.032073579,22.34688764,388.4494988,0.008397569,0.045615431,4964.927836,0.885294223,-30.88896484,4.733619604,0.059377369,1.452672443,7.603713061,0.196333333,NA,NA,NA,NA,NA,NA,NA,NA,29,0.961261696,0.275637356,138,24.33,-9.33,13.09,4.3,ACSP,North MSH,14,539,193,3.6,NA,NA,53.55745,5,3.31,2,2,0.815789474,273.7883772,3.648,0.108,0.332584168,17.33418209,3.080133004,0.17769128,497.3906426,0.362033277,0.493376735,0.043341518,1.85
J22BEA19,107.8723404,2992.80769,409.5548353,6.5,4.635,0.529992514,0.581673307,0.663519043,33.6525,27.04108164,47.866,2.7288,10.68169615,-1.395839829,0.018163036,58.82906165,1143.65274,0.006060901,0.089464804,10510.0699,0.990084733,-32.73143051,8.610396053,0.378947027,3.089014625,82.36688167,0.338666667,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0.990268069,0.139173101,138,24.33,-9.33,13.09,8.22,BEA,North MSH,15,507,193,4.4,NA,NA,41.83383333,25,3.17,3,2,0.810344828,241.0166824,3.177,0.1184,0.228387514,17.54104368,4.481123532,0.255465046,659.3198978,1.840434919,2.299561981,0.317311699,5.1
J22BEA20,123.7142857,1623.77208,338.904386,7.666666667,5.045,0.519586348,0.616864166,0.367535288,28.44857143,27.44300492,47.8502,2.7428,13.77881405,-2.648340712,0.027791842,58.02061815,1125.99687,0.003136175,0.090588178,10542.70339,0.98838226,-33.82850922,19.61148305,0.846162566,2.371043424,15.64966816,0.373,NA,NA,NA,NA,NA,NA,NA,NA,11,0.990268069,0.139173101,138,24.33,-9.33,13.09,7.68,BEA,North MSH,22,433,193,3.2,NA,NA,59.52926667,25,3.17,3,2,0.546875,127.2204126,3.684,0.1088,0.252233501,17.44574887,3.47273719,0.199059222,641.0821275,2.17705806,1.322577324,0.178916351,5.06
